序号,院校名称,学校标识码,主管部门,所在地,层次,省市,性质,研究生,共建方,城市级,考研,推免,深造,国内升学,出国,行业隶属,顶尖专业,特色专业,官网,可点击链接
2119,广西卫生职业技术学院,4145014313,广西壮族自治区,南宁市,专科,广西,公办,,,二线,,,,,,,,,http://www.gxwzy.com.cn/,http://www.gxwzy.com.cn/
2120,广西培贤国际职业学院,4145014481,广西壮族自治区教育厅,百色市,专科,广西,民办,,,五线,,,,,,,,,http://www.peixianedu.cn/windex.html,http://www.peixianedu.cn/windex.html
2121,广西金融职业技术学院,4145014512,广西壮族自治区,南宁市,专科,广西,公办,,,二线,,,,,,,,,http://www.gxjrxy.com/,http://www.gxjrxy.com/
2122,广西中远职业学院,4145014546,广西壮族自治区教育厅,崇左市,专科,广西,民办,,,五线,,,,,,,,,,
2123,玉柴职业技术学院,4145014573,广西壮族自治区教育厅,玉林市,专科,广西,民办,,,四线,,,,,,,,,,
2124,广西蓝天航空职业学院,4145014574,广西壮族自治区教育厅,来宾市,专科,广西,民办,,,五线,,,,,,,,,http://www.gxltu.edu.cn/,http://www.gxltu.edu.cn/
2125,广西安全工程职业技术学院,4145014611,广西壮族自治区,南宁市,专科,广西,共建,,应急管理部、广西省,二线,,,,,,,,,http://www.gxazy.com/,http://www.gxazy.com/
2126,广西自然资源职业技术学院,4145014668,广西壮族自治区,崇左市,专科,广西,公办,,,五线,,,,,,,,,,
2127,钦州幼儿师范高等专科学校,4145014693,广西壮族自治区,钦州市,专科,广西,公办,,,五线,,,,,,,,,,
2128,梧州医学高等专科学校,4145014694,广西壮族自治区教育厅,梧州市,专科,广西,民办,,,五线,,,,,,,,,,
2129,广西制造工程职业技术学院,4145014722,广西壮族自治区,南宁市,专科,广西,公办,,,二线,,,,,,,,,,
2130,广西物流职业技术学院,4145014723,广西壮族自治区,贵港市,专科,广西,公办,,,五线,,,,,,,,,,
2131,防城港职业技术学院,4145014762,广西壮族自治区,防城港市,专科,广西,公办,,,五线,,,,,,,,,,
2132,广西信息职业技术学院,4145014763,广西壮族自治区,南宁市,专科,广西,公办,,,二线,,,,,,,,,,
2133,广西农业工程职业技术学院,4145014764,广西壮族自治区,崇左市,专科,广西,公办,,,五线,,,,,,,,,,
2134,北海康养职业学院,4145014765,广西壮族自治区教育厅,北海市,专科,广西,民办,,,四线,,,,,,,,,,
2135,崇左幼儿师范高等专科学校,4245051675,广西壮族自治区,崇左市,专科,广西,公办,,,五线,,,,,,,,,,
2136,海南大学,4146010589,海南省,海口市,本科,海南,211,推免,海南省、教育部、财政部,三线,16.81,6.7,22.93%,,,农业部,园艺、水产养殖学、食品科学与工程、法学、植物保护、农林经济管理,,https://ha.hainanu.edu.cn/home2020/,https://ha.hainanu.edu.cn/home2020/
2137,海南热带海洋学院,4146011100,海南省,三亚市,本科,海南,共建,,国家海洋局、海南省,三线,2,,5.40%,,,,,,http://www.hntou.edu.cn/,http://www.hntou.edu.cn/
2138,海南师范大学,4146011658,海南省,海口市,本科,海南,共建,推免,海南省、教育部,三线,7.04,1.5,9.20%,,,,,,http://www.hainnu.edu.cn/,http://www.hainnu.edu.cn/
2139,海南医学院,4146011810,海南省,海口市,本科,海南,公办,,,三线,11.7,,19.74%,,,,,,http://www.hainmc.edu.cn/,http://www.hainmc.edu.cn/
2140,海口经济学院,4146012308,海南省教育厅,海口市,本科,海南,民办,,,三线,0.22,,,,,,,,https://www.hkc.edu.cn/,https://www.hkc.edu.cn/
2141,琼台师范学院,4146013811,海南省,海口市,本科,海南,公办,,,三线,0.25,,3.35%,,,,,,http://www.qtnu.edu.cn/,http://www.qtnu.edu.cn/
2142,三亚学院,4146013892,海南省教育厅,三亚市,本科,海南,民办,,,三线,1.6,,2.25%,1.01%,1.24%,,,,http://www.sanyau.edu.cn/,http://www.sanyau.edu.cn/
2143,海南科技职业大学,4146014172,海南省教育厅,海口市,本科,海南,民办,,,三线,3.3,,,,,,,,http://www.hnkj.edu.cn/,http://www.hnkj.edu.cn/
2144,海南职业技术学院,4146011999,海南省,海口市,专科,海南,示范,,,三线,,,,,,,,,http://www.hcvt.cn/,http://www.hcvt.cn/
2145,三亚城市职业学院,4146012717,海南省教育厅,三亚市,专科,海南,民办,,,三线,,,,,,,,,http://www.sycsxy.cn/,http://www.sycsxy.cn/
2146,海南软件职业技术学院,4146013575,海南省,琼海市,专科,海南,公办,,,五线,,,,,,,,,http://www.hncst.edu.cn/,http://www.hncst.edu.cn/
2147,海南政法职业学院,4146013576,海南省,海口市,专科,海南,公办,,,三线,,,,,,,,,http://www.hnplc.com/,http://www.hnplc.com/
2148,海南外国语职业学院,4146013577,海南省,文昌市,专科,海南,公办,,,五线,,,,,,,,,http://www.hncfs.edu.cn/,http://www.hncfs.edu.cn/
2149,海南经贸职业技术学院,4146013875,海南省,海口市,专科,海南,C/骨干,,,三线,,,,,,,,,http://www.hceb.edu.cn/,http://www.hceb.edu.cn/
2150,海南工商职业学院,4146013876,海南省教育厅,海口市,专科,海南,民办,,,三线,,,,,,,,,http://www.hntbc.edu.cn/,http://www.hntbc.edu.cn/
2151,三亚航空旅游职业学院,4146013931,海南省教育厅,三亚市,专科,海南,民办,,,三线,,,,,,,,,http://www.hnasatc.edu.cn/,http://www.hnasatc.edu.cn/
2152,三亚理工职业学院,4146014236,海南省教育厅,三亚市,专科,海南,民办,,,三线,,,,,,,,,http://www.ucsanya.com/index.asp,http://www.ucsanya.com/index.asp
2153,海南体育职业技术学院,4146014575,海南省,海口市,专科,海南,公办,,,三线,,,,,,,,,http://www.hnstx.com/,http://www.hnstx.com/
2154,三亚中瑞酒店管理职业学院,4146014612,海南省教育厅,三亚市,专科,海南,民办,,,三线,,,,,,,,,http://www.his-edu.cn/,http://www.his-edu.cn/
2155,海南健康管理职业技术学院,4146014639,海南省教育厅,海口市,专科,海南,民办,,,三线,,,,,,,,,http://www.hainhmc.edu.cn/,http://www.hainhmc.edu.cn/
2156,海南卫生健康职业学院,4146014724,海南省,海口市,专科,海南,公办,,,三线,,,,,,,,,,
2157,重庆大学,4150010611,教育部,重庆市,本科,重庆,985/211,研院/推免,教育部、重庆市,新一线,29.88,20.9,45.27%,39.09%,6.18%,中国建筑工程总公司、建设部,,采矿工程、软件工程(设2个专业方向)、市场营销、机械工程及自动化、电气工程及其自动化、建筑学、热能与动力工程、电子信息工程、土木工程、生物工程,https://www.cqu.edu.cn/,https://www.cqu.edu.cn/
2158,重庆邮电大学,4150010617,重庆市,重庆市,本科,重庆,共建,推免,工信部、重庆市,新一线,17.16,3.5,28.06%,,,邮电部,,通信工程、自动化,http://www.cqupt.edu.cn/,http://www.cqupt.edu.cn/
2159,重庆交通大学,4150010618,重庆市,重庆市,本科,重庆,共建,推免,交通运输部、重庆市,新一线,11.98,2.4,21.47%,,,交通部,,土木工程,http://www.cqjtu.edu.cn/,http://www.cqjtu.edu.cn/
2160,重庆医科大学,4150010631,重庆市,重庆市,本科,重庆,共建,推免,教育部、卫健委、重庆市,新一线,26.94,7,38.51%,,,,医学检验,,https://www.cqmu.edu.cn/,https://www.cqmu.edu.cn/
2161,西南大学,4150010635,教育部,重庆市,本科,重庆,211,推免,教育部、重庆市、农业农村部,新一线,15.98,8.1,30.68%,25.38%,5.30%,农业部,蚕学,,http://www.swu.edu.cn/,http://www.swu.edu.cn/
2162,重庆师范大学,4150010637,重庆市,重庆市,本科,重庆,公办,推免,,新一线,12.25,1.5,22.17%,20.88%,1.29%,,,数学与应用数学、旅游管理,https://www.cqnu.edu.cn/,https://www.cqnu.edu.cn/
2163,重庆文理学院,4150010642,重庆市,重庆市,本科,重庆,公办,,,新一线,5.57,,10.15%,9.30%,0.85%,,,园林,http://www.cqwu.net/,http://www.cqwu.net/
2164,重庆三峡学院,4150010643,重庆市,重庆市,本科,重庆,公办,,,新一线,7.57,,8.90%,,,,,信息与计算科学,https://www.sanxiau.edu.cn/,https://www.sanxiau.edu.cn/
2165,长江师范学院,4150010647,重庆市,重庆市,本科,重庆,公办,,,新一线,7.6,,11.36%,,,,,思想政治教育,https://www.yznu.edu.cn/,https://www.yznu.edu.cn/
2166,四川外国语大学,4150010650,重庆市,重庆市,本科,重庆,公办,推免,,新一线,10.97,3.4,22.25%,,,,,英语,http://www.sisu.edu.cn/,http://www.sisu.edu.cn/
2167,西南政法大学,4150010652,重庆市,重庆市,本科,重庆,共建,推免,重庆市、教育部,新一线,20.22,5.4,31.30%,27.14%,4.16%,司法部,,法学、侦查学,https://www.swupl.edu.cn/,https://www.swupl.edu.cn/
2168,四川美术学院,4150010655,重庆市,重庆市,本科,重庆,公办,,,新一线,6.16,,10.47%,,,,,动画、绘画,https://www.scfai.edu.cn/,https://www.scfai.edu.cn/
2169,重庆科技学院,4150011551,重庆市,重庆市,本科,重庆,共建,,中国石油天然气集团公司、中国石油化工集团公司、中国海洋石油总公司、重庆市,新一线,8.46,,11.16%,,,冶金部,,石油工程,http://www.cqust.edu.cn/,http://www.cqust.edu.cn/
2170,重庆理工大学,4150011660,重庆市,重庆市,本科,重庆,公办,,,新一线,8.6,,18.63%,,,兵器工业总公司,,车辆工程,https://www.cqut.edu.cn,https://www.cqut.edu.cn
2171,重庆工商大学,4150011799,重庆市,重庆市,本科,重庆,公办,,,新一线,6.63,,15.07%,12.69%,2.38%,商业部,,市场营销,https://www.ctbu.edu.cn/,https://www.ctbu.edu.cn/
2172,重庆机电职业技术大学,4150012607,重庆市教委,重庆市,本科,重庆,民办,,,新一线,3.49,,,,,,,,http://www.cqvtu.com/,http://www.cqvtu.com/
2173,重庆工程学院,4150012608,重庆市教委,重庆市,本科,重庆,民办,,,新一线,0.55,,1.80%,1.65%,0.15%,,,,http://www.cqie.edu.cn/,http://www.cqie.edu.cn/
2174,重庆城市科技学院,4150012616,重庆市教委,重庆市,本科,重庆,民办,,,新一线,0.25,,2.94%,2.55%,0.39%,,,,http://www.cqucc.com.cn/default.html,http://www.cqucc.com.cn/default.html
2175,重庆警察学院,4150012757,重庆市,重庆市,本科,重庆,公办,,,新一线,,,0.26%,,,,,,http://www.cqpc.edu.cn/Index.shtml,http://www.cqpc.edu.cn/Index.shtml
2176,重庆人文科技学院,4150013548,重庆市教委,重庆市,本科,重庆,民办,,,新一线,3.25,,2.64%,2.42%,0.22%,,,,http://www.cqrk.edu.cn/,http://www.cqrk.edu.cn/
2177,重庆外语外事学院,4150013588,重庆市教委,重庆市,本科,重庆,民办,,,新一线,1.85,,5.25%,,,,,,http://www.tcsisu.com/tcsisu/,http://www.tcsisu.com/tcsisu/
2178,重庆对外经贸学院,4150013589,重庆市教委,重庆市,本科,重庆,民办,,,新一线,6.2,,4.14%,3.72%,0.42%,,,,http://cqxdjy.swsm.edu.cn/,http://cqxdjy.swsm.edu.cn/
2179,重庆财经学院,4150013590,重庆市教委,重庆市,本科,重庆,民办,,,新一线,7.04,,4.63%,,,,,,http://www.cqrz.edu.cn/,http://www.cqrz.edu.cn/
2180,重庆工商大学派斯学院,4150013591,重庆市教委,重庆市,本科,重庆,民办,,,新一线,0.9,,2.47%,,,,,,http://www.paisi.edu.cn/,http://www.paisi.edu.cn/
2181,重庆移通学院,4150013627,重庆市教委,重庆市,本科,重庆,民办,,,新一线,,,3.94%,,,,,,http://www.cqyti.com/,http://www.cqyti.com/
2182,重庆第二师范学院,4150014388,重庆市,重庆市,本科,重庆,公办,,,新一线,3.63,,5.97%,5.15%,0.82%,,,,https://www.cque.edu.cn/,https://www.cque.edu.cn/
2183,重庆航天职业技术学院,4150010870,重庆市,重庆市,专科,重庆,群C,,,新一线,,,,,,,,,http://www.cqepc.cn/index.html,http://www.cqepc.cn/index.html
2184,重庆电力高等专科学校,4150011848,重庆市,重庆市,专科,重庆,群B/骨干,,,新一线,,,,,,水利电力部,,,http://www.cqepc.com.cn/default.html,http://www.cqepc.com.cn/default.html
2185,重庆工业职业技术学院,4150012215,重庆市,重庆市,专科,重庆,B/示范,,,新一线,,,,,,,,,http://www.cqipc.net/,http://www.cqipc.net/
2186,重庆三峡职业学院,4150012605,重庆市,重庆市,专科,重庆,群C,,,新一线,,,,,,,,,http://www.cqsxedu.com/,http://www.cqsxedu.com/
2187,重庆工贸职业技术学院,4150012606,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqgmy.cn,http://www.cqgmy.cn
2188,重庆电子工程职业学院,4150012609,重庆市,重庆市,专科,重庆,B/示范,,,新一线,,,,,,,,,http://www.cqcet.edu.cn/,http://www.cqcet.edu.cn/
2189,重庆海联职业技术学院,4150012754,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.ccca.edu.cn/,http://www.ccca.edu.cn/
2190,重庆信息技术职业学院,4150012755,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqeec.com/,http://www.cqeec.com/
2191,重庆传媒职业学院,4150012756,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqcmxy.com/,http://www.cqcmxy.com/
2192,重庆城市管理职业学院,4150012758,重庆市,重庆市,专科,重庆,群A/骨干,,民政部、重庆市,新一线,,,,,,,,,http://www.cswu.cn/,http://www.cswu.cn/
2193,重庆工程职业技术学院,4150012759,重庆市,重庆市,专科,重庆,群B/示范,,,新一线,,,,,,,,,http://www.cqvie.edu.cn/,http://www.cqvie.edu.cn/
2194,重庆建筑科技职业学院,4150012820,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,,
2195,重庆城市职业学院,4150013734,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqcvc.com.cn/,http://www.cqcvc.com.cn/
2196,重庆水利电力职业技术学院,4150013735,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqsdzy.com/,http://www.cqsdzy.com/
2197,重庆工商职业学院,4150013967,重庆市,重庆市,专科,重庆,群B/骨干,,,新一线,,,,,,,,,http://www.cqtbi.edu.cn/,http://www.cqtbi.edu.cn/
2198,重庆应用技术职业学院,4150013968,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqyyzy.com/,http://www.cqyyzy.com/
2199,重庆三峡医药高等专科学校,4150014008,重庆市,重庆市,专科,重庆,群C,,,新一线,,,,,,,,,http://www.sxyyc.net/,http://www.sxyyc.net/
2200,重庆医药高等专科学校,4150014009,重庆市,重庆市,专科,重庆,群C,,,新一线,,,,,,,,,http://www.cqyygz.com/,http://www.cqyygz.com/
2201,重庆青年职业技术学院,4150014069,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqyu.edu.cn/web/guest/home,http://www.cqyu.edu.cn/web/guest/home
2202,重庆财经职业学院,4150014128,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqcfe.com/,http://www.cqcfe.com/
2203,重庆科创职业学院,4150014173,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqie.cn/,http://www.cqie.cn/
2204,重庆建筑工程职业学院,4150014183,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqjzc.edu.cn/,http://www.cqjzc.edu.cn/
2205,重庆电讯职业学院,4150014237,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqdxxy.com.cn/,http://www.cqdxxy.com.cn/
2206,重庆能源职业学院,4150014238,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqny.net/,http://www.cqny.net/
2207,重庆商务职业学院,4150014246,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqswxy.cn/,http://www.cqswxy.cn/
2208,重庆交通职业学院,4150014267,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqjy.edu.cn/,http://www.cqjy.edu.cn/
2209,重庆化工职业学院,4150014315,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqhgzy.com/,http://www.cqhgzy.com/
2210,重庆旅游职业学院,4150014316,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqvit.com/index.asp,http://www.cqvit.com/index.asp
2211,重庆安全技术职业学院,4150014365,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqvist.net/,http://www.cqvist.net/
2212,重庆公共运输职业学院,4150014366,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqgyzy.com/,http://www.cqgyzy.com/
2213,重庆艺术工程职业学院,4150014367,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqysxy.com/,http://www.cqysxy.com/
2214,重庆轻工职业学院,4150014368,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqivc.com/website/,http://www.cqivc.com/website/
2215,重庆电信职业学院,4150014369,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqtcedu.com/,http://www.cqtcedu.com/
2216,重庆经贸职业学院,4150014370,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqvcet.com/,http://www.cqvcet.com/
2217,重庆幼儿师范高等专科学校,4150014428,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqpec.com/,http://www.cqpec.com/
2218,重庆文化艺术职业学院,4150014482,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,http://www.cqca.edu.cn/,http://www.cqca.edu.cn/
2219,重庆科技职业学院,4150014491,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqkjzyxy.com/,http://www.cqkjzyxy.com/
2220,重庆资源与环境保护职业学院,4150014557,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqzhxy.cn/,http://www.cqzhxy.cn/
2221,重庆护理职业学院,4150014576,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,http://www.cqnvc.com/,http://www.cqnvc.com/
2222,重庆理工职业学院,4150014725,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,,
2223,重庆智能工程职业学院,4150014726,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,,
2224,重庆健康职业学院,4150014727,重庆市教委,重庆市,专科,重庆,民办,,,新一线,,,,,,,,,,
2225,重庆工信职业学院,4150014766,重庆市,重庆市,专科,重庆,公办,,,新一线,,,,,,,,,,
2226,四川大学,4151010610,教育部,成都市,本科,四川,985/211,研院/推免,教育部、四川省、水利部、国家国防科技工业局、卫健委,新一线,32.24,22.5,51.31%,41.15%,10.16%,卫生部,对外汉语、宗教学、康复医学、口腔医学、法医学,,https://scu.edu.cn/,https://scu.edu.cn/
2227,西南交通大学,4151010613,教育部,成都市,本科,四川,211,研院/推免,四川省,新一线,28.3,16.3,40.80%,,,铁道部,工商管理、交通运输、交通工程,,https://www.swjtu.edu.cn/,https://www.swjtu.edu.cn/
2228,电子科技大学,4151010614,教育部,成都市,本科,四川,985/211,研院/推免,教育部、四川省、工信部、国家国防科技工业局、中国电子科技集团有限公司,新一线,44.87,19.9,70.29%,47.89%,22.40%,电子工业部,通信工程,,https://www.uestc.edu.cn/,https://www.uestc.edu.cn/
2229,西南石油大学,4151010615,四川省,成都市,本科,四川,一流学科,推免,四川省、教育部,新一线,17.26,3.8,25.21%,23.74%,1.47%,石油部,,石油工程、应用化学、机械工程及自动化、资源勘查工程、油气储运工程,https://www.swpu.edu.cn/,https://www.swpu.edu.cn/
2230,成都理工大学,4151010616,四川省,成都市,本科,四川,一流学科,推免,四川省、教育部,新一线,14.1,4.5,23.69%,19.29%,4.39%,地质部,,地球物理学、资源勘查工程、勘查技术与工程、数学与应用数学、土木工程,http://www.cdut.edu.cn/,http://www.cdut.edu.cn/
2231,西南科技大学,4151010619,四川省,绵阳市,本科,四川,共建,推免,四川省、教育部、国防科技工业局,三线,12.79,4.9,22.35%,,,中国建筑工程总公司,,材料科学与工程、自动化,http://www.swust.edu.cn/?hfrpegdxlgtkuocl,http://www.swust.edu.cn/?hfrpegdxlgtkuocl
2232,成都信息工程大学,4151010621,四川省,成都市,本科,四川,共建,,国家气象局、四川省,新一线,12.1,,18.76%,,,气象局,,,https://www.cuit.edu.cn/,https://www.cuit.edu.cn/
2233,四川轻化工大学,4151010622,四川省,自贡市,本科,四川,公办,,,五线,7.4,,14.60%,,,,,,https://www.suse.edu.cn/index.html,https://www.suse.edu.cn/index.html
2234,西华大学,4151010623,四川省,成都市,本科,四川,公办,推免,,新一线,9.86,2.8,,,,,,机械设计制造及其自动化、热能与动力工程,http://www.xhu.edu.cn/,http://www.xhu.edu.cn/
2235,中国民用航空飞行学院,4151010624,交通运输部(中国民用航空局),德阳市,本科,四川,共建,,中国民用航空局、四川省,四线,11.07,1.07,,,,民用航空总局,,飞行技术、交通运输,http://www.cafuc.edu.cn/,http://www.cafuc.edu.cn/
2236,四川农业大学,4151010626,四川省,雅安市,本科,四川,211,推免,四川省、教育部,五线,32.26,6.7,29.09%,26.93%,2.16%,,,农学、动物科学、动物医学、林学、园艺、农业资源与环境,https://www.sicau.edu.cn/,https://www.sicau.edu.cn/
2237,西昌学院,4151010628,四川省,凉山彝族自治州,本科,四川,公办,,,五线,6.31,,10.48%,,,,,,https://xcc.edu.cn/,https://xcc.edu.cn/
2238,西南医科大学,4151010632,四川省,泸州市,本科,四川,公办,推免,,四线,16.22,1.4,36.14%,,,,,,https://www.swmu.edu.cn/,https://www.swmu.edu.cn/
2239,成都中医药大学,4151010633,四川省,成都市,本科,四川,一流学科,推免,四川省、教育部,新一线,16.97,3.7,26.72%,26.44%,0.28%,,藏医学,,https://www.cdutcm.edu.cn/,https://www.cdutcm.edu.cn/
2240,川北医学院,4151010634,四川省,南充市,本科,四川,公办,,,三线,13.85,,27.74%,,,,,医学、影像学,https://www.nsmc.edu.cn/,https://www.nsmc.edu.cn/
2241,四川师范大学,4151010636,四川省,成都市,本科,四川,公办,推免,,新一线,17.45,4.3,16.31%,,,,,汉语言文学、物理学、教育学、化学、工商管理,http://www.sicnu.edu.cn/,http://www.sicnu.edu.cn/
2242,西华师范大学,4151010638,四川省,南充市,本科,四川,公办,推免,,三线,20.36,4,25.60%,,,,,汉语言文学、生物科学、思想政治教育,https://www.cwnu.edu.cn/,https://www.cwnu.edu.cn/
2243,绵阳师范学院,4151010639,四川省,绵阳市,本科,四川,公办,,,三线,11.7,,13.55%,,,,,,http://www.mnu.cn/,http://www.mnu.cn/
2244,内江师范学院,4151010640,四川省,内江市,本科,四川,公办,,,五线,17.06,,15.73%,15.36%,0.37%,,,,http://www.njtc.edu.cn/,http://www.njtc.edu.cn/
2245,宜宾学院,4151010641,四川省,宜宾市,本科,四川,公办,,,四线,6.77,,7.19%,,,,,,http://www.yibinu.edu.cn/index.htm,http://www.yibinu.edu.cn/index.htm
2246,四川文理学院,4151010644,四川省,达州市,本科,四川,公办,,,四线,7.9,,1.74%,,,,,,https://www.sasu.edu.cn/,https://www.sasu.edu.cn/
2247,阿坝师范学院,4151010646,四川省,阿坝藏族羌族自治州,本科,四川,公办,,,五线,5.6,,11.06%,,,,,,http://www.abtu.edu.cn/,http://www.abtu.edu.cn/
2248,乐山师范学院,4151010649,四川省,乐山市,本科,四川,公办,,,四线,5.37,,9.60%,,,,,,http://www1.lsnu.edu.cn/index.htm,http://www1.lsnu.edu.cn/index.htm
2249,西南财经大学,4151010651,教育部,成都市,本科,四川,211,推免,四川省,新一线,20.78,14.4,41.02%,25.29%,15.73%,中国人民银行,,金融学、财务管理、经济学、市场营销、统计学、保险,https://www.swufe.edu.cn/,https://www.swufe.edu.cn/
2250,成都体育学院,4151010653,四川省,成都市,本科,四川,共建,推免,国家体育总局、四川省,新一线,7.61,,11.09%,,,国家体委,民族传统体育,,https://www.cdsu.edu.cn/,https://www.cdsu.edu.cn/
2251,四川音乐学院,4151010654,四川省,成都市,本科,四川,公办,,,新一线,8,,9.92%,7.21%,2.71%,,,音乐、表演,http://www.sccm.cn/,http://www.sccm.cn/
2252,西南民族大学,4151010656,国家民委,成都市,本科,四川,共建,推免,国家民委、教育部、中科院、四川省、成都市,新一线,16.29,3.2,16.73%,15.06%,1.67%,国家民委,,中国少数民族语言文学、动物科学、法学,https://www.swun.edu.cn/,https://www.swun.edu.cn/
2253,成都大学,4151011079,四川省,成都市,本科,四川,公办,,,新一线,11.92,,12.93%,,,,,,https://www.cdu.edu.cn/,https://www.cdu.edu.cn/
2254,成都工业学院,4151011116,四川省,成都市,本科,四川,公办,,,新一线,3.48,,10.54%,,,,,,https://www.cdtu.edu.cn/,https://www.cdtu.edu.cn/
2255,攀枝花学院,4151011360,四川省,攀枝花市,本科,四川,公办,,,五线,9.78,,11.97%,,,,,,http://www.pzhu.cn/,http://www.pzhu.cn/
2256,四川旅游学院,4151011552,四川省,成都市,本科,四川,公办,,,新一线,3.75,,5.17%,,,商业部,,,http://www.sctu.edu.cn/index.htm,http://www.sctu.edu.cn/index.htm
2257,四川民族学院,4151011661,四川省,甘孜藏族自治州,本科,四川,公办,,,五线,8.1,,5.63%,,,,,,https://www.scun.edu.cn/,https://www.scun.edu.cn/
2258,四川警察学院,4151012212,四川省,泸州市,本科,四川,公办,,,四线,1.55,,1.28%,,,,,,https://www.scpolicec.edu.cn/,https://www.scpolicec.edu.cn/
2259,成都东软学院,4151012636,四川省教育厅,成都市,本科,四川,民办,,,新一线,2.16,,3.62%,,,,,,https://www.nsu.edu.cn/,https://www.nsu.edu.cn/
2260,成都艺术职业大学,4151012969,四川省教育厅,成都市,本科,四川,民办,,,新一线,16.12,,19.42%,,,,,,https://www.cdau.edu.cn/,https://www.cdau.edu.cn/
2261,电子科技大学成都学院,4151013665,四川省教育厅,成都市,本科,四川,民办,,,新一线,2.11,,3.76%,3.01%,0.75%,,,,http://cduestc.cn/,http://cduestc.cn/
2262,成都理工大学工程技术学院,4151013668,四川省教育厅,乐山市,本科,四川,民办,,,四线,3.32,,6.46%,,,,,,http://www.cdutetc.cn/,http://www.cdutetc.cn/
2263,四川传媒学院,4151013669,四川省教育厅,成都市,本科,四川,民办,,,新一线,8.57,,3.11%,,,,,,https://www.scmc.edu.cn/,https://www.scmc.edu.cn/
2264,成都银杏酒店管理学院,4151013670,四川省教育厅,成都市,本科,四川,民办,,,新一线,0.98,,2.54%,2.08%,0.46%,,,,http://yxhmc.edu.cn/,http://yxhmc.edu.cn/
2265,成都文理学院,4151013671,四川省教育厅,成都市,本科,四川,民办,,,新一线,2.74,,5.61%,,,,,,http://www.cdcas.edu.cn/,http://www.cdcas.edu.cn/
2266,四川工商学院,4151013672,四川省教育厅,成都市,本科,四川,民办,,,新一线,1.41,,2.73%,,,,,,https://www.stbu.edu.cn/,https://www.stbu.edu.cn/
2267,四川外国语大学成都学院,4151013673,四川省教育厅,成都市,本科,四川,民办,,,新一线,,,9.46%,4.62%,4.84%,,,,http://www.cisisu.edu.cn/,http://www.cisisu.edu.cn/
2268,成都医学院,4151013705,四川省,成都市,本科,四川,公办,,,新一线,9.27,,18.47%,,,,,,https://www.cmc.edu.cn/,https://www.cmc.edu.cn/
2269,四川工业科技学院,4151013816,四川省教育厅,德阳市,本科,四川,民办,,,四线,2.67,,3.38%,,,,,,http://www.scit.cn/,http://www.scit.cn/
2270,成都锦城学院,4151013903,四川省教育厅,成都市,本科,四川,民办,,,新一线,6.48,,8.54%,,,,,,http://www.scujcc.edu.cn/,http://www.scujcc.edu.cn/
2271,西南财经大学天府学院,4151014037,四川省教育厅,绵阳市,本科,四川,民办,,,三线,1,,2.62%,,,,,,https://tfswufe.edu.cn/,https://tfswufe.edu.cn/
